#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F`),SIG
#NUCLEUS    U-235
#MF         3
#MT         19
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 3.51617455e+00 40.617203 Lin-Lin
 3.52079916e+00 42.617359 Lin-Lin
 3.52542377e+00 44.794975 Lin-Lin
 3.53004861e+00 47.159836 Lin-Lin
 3.53467321e+00 49.718979 Lin-Lin
 3.54161024e+00 53.926945 Lin-Lin
 3.54854727e+00 58.561974 Lin-Lin
 3.55548429e+00 63.567581 Lin-Lin
 3.57398295e+00 77.696747 Lin-Lin
 3.58091998e+00 82.651436 Lin-Lin
 3.58554459e+00 85.613930 Lin-Lin
 3.59063172e+00 88.421799 Lin-Lin
 3.59479403e+00 90.281105 Lin-Lin
 3.59895611e+00 91.676483 Lin-Lin
 3.60358095e+00 92.615143 Lin-Lin
 3.60820556e+00 92.852768 Lin-Lin
 3.61167407e+00 92.547638 Lin-Lin
 3.61625242e+00 91.498558 Lin-Lin
 3.61962843e+00 90.258095 Lin-Lin
 3.62300444e+00 88.634277 Lin-Lin
 3.62762904e+00 85.824501 Lin-Lin
 3.63225389e+00 82.403633 Lin-Lin
 3.63641596e+00 78.876534 Lin-Lin
 3.64057827e+00 75.003075 Lin-Lin
 3.64751530e+00 68.000298 Lin-Lin
 3.66185164e+00 52.818615 Lin-Lin
 3.66740131e+00 47.172401 Lin-Lin
 3.67295098e+00 41.849609 Lin-Lin
 3.67688203e+00 38.320374 Lin-Lin
 3.68104410e+00 34.825829 Lin-Lin
 3.68416572e+00 32.376312 Lin-Lin
 3.68728757e+00 30.076498 Lin-Lin
 3.69040918e+00 27.926350 Lin-Lin
 3.69388032e+00 25.708639 Lin-Lin
 3.69752645e+00 23.570152 Lin-Lin
 3.70117235e+00 21.619070 Lin-Lin
 3.70481849e+00 19.845337 Lin-Lin
 3.70846438e+00 18.237753 Lin-Lin
 3.71089506e+00 17.252478 Lin-Lin
