#LIBRARY    ENDF/B-VIII.1
#REACTION   AM-241(N,TOT),SIG
#NUCLEUS    Am-241
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     3e+07
#E,eV        Sig,b        Interpolation
 2.59340495e-01 1516.035400 Lin-Lin
 2.59896517e-01 1542.471069 Lin-Lin
 2.61157066e-01 1607.957153 Lin-Lin
 2.61723459e-01 1637.396484 Lin-Lin
 2.62230515e-01 1666.233765 Lin-Lin
 2.62999296e-01 1709.970947 Lin-Lin
 2.63563186e-01 1742.067871 Lin-Lin
 2.64841527e-01 1821.766479 Lin-Lin
 2.64998734e-01 1831.571777 Lin-Lin
 2.65415907e-01 1857.603149 Lin-Lin
 2.66709745e-01 1946.083740 Lin-Lin
 2.67281592e-01 1985.211060 Lin-Lin
 2.67792851e-01 2023.553101 Lin-Lin
 2.68577963e-01 2082.447266 Lin-Lin
 2.69160450e-01 2126.165039 Lin-Lin
 2.69681901e-01 2169.032715 Lin-Lin
 2.70472556e-01 2234.045654 Lin-Lin
 2.71052450e-01 2281.755859 Lin-Lin
 2.71570921e-01 2328.404541 Lin-Lin
 2.72367120e-01 2400.056885 Lin-Lin
 2.72957802e-01 2453.243652 Lin-Lin
 2.73486614e-01 2505.175049 Lin-Lin
 2.74288416e-01 2583.936279 Lin-Lin
 2.74876505e-01 2641.733643 Lin-Lin
 2.75402308e-01 2697.864014 Lin-Lin
 2.76209742e-01 2784.082520 Lin-Lin
 2.76808769e-01 2848.078125 Lin-Lin
 2.77345031e-01 2909.953369 Lin-Lin
 2.78158158e-01 3003.798096 Lin-Lin
 2.78754532e-01 3072.658936 Lin-Lin
 2.79287755e-01 3138.639404 Lin-Lin
 2.80106544e-01 3239.990723 Lin-Lin
 2.80714035e-01 3315.210693 Lin-Lin
 2.81257868e-01 3387.540771 Lin-Lin
 2.82082468e-01 3497.243652 Lin-Lin
 2.83227980e-01 3649.699707 Lin-Lin
 2.83673853e-01 3709.058838 Lin-Lin
 2.85060257e-01 3905.604736 Lin-Lin
 2.85225898e-01 3929.095215 Lin-Lin
 2.87223816e-01 4212.480469 Lin-Lin
 2.89249927e-01 4499.947266 Lin-Lin
 2.90719926e-01 4708.568848 Lin-Lin
 2.91113973e-01 4761.779785 Lin-Lin
 2.91276038e-01 4783.654785 Lin-Lin
 2.92763531e-01 4984.500000 Lin-Lin
 2.93160349e-01 5033.627441 Lin-Lin
 2.94358075e-01 5181.821777 Lin-Lin
 2.94821471e-01 5239.166992 Lin-Lin
