#LIBRARY    ENDF/B-VIII.1
#REACTION   AM-241(N,G)AM-242,SIG
#NUCLEUS    Am-241
#MF         3
#MT         102
#EN-MIN     1e-05
#EN-MAX     3e+07
#E,eV        Sig,b        Interpolation
 1.23847532e+00 3350.701416 Lin-Lin
 1.24192274e+00 3753.355469 Lin-Lin
 1.25226486e+00 5023.019531 Lin-Lin
 1.25571227e+00 5414.978027 Lin-Lin
 1.25801051e+00 5651.470215 Lin-Lin
 1.26030874e+00 5861.457031 Lin-Lin
 1.26260698e+00 6039.613770 Lin-Lin
 1.26458549e+00 6163.870605 Lin-Lin
 1.26656401e+00 6258.526367 Lin-Lin
 1.26854253e+00 6321.634277 Lin-Lin
 1.27081597e+00 6353.534668 Lin-Lin
 1.27133226e+00 6354.624023 Lin-Lin
 1.27316344e+00 6340.072266 Lin-Lin
 1.27558243e+00 6277.363770 Lin-Lin
 1.27800143e+00 6167.093262 Lin-Lin
 1.28030348e+00 6021.114258 Lin-Lin
 1.28237200e+00 5859.153809 Lin-Lin
 1.28512990e+00 5604.087891 Lin-Lin
 1.28788769e+00 5312.814453 Lin-Lin
 1.29179478e+00 4857.312500 Lin-Lin
 1.30098772e+00 3727.812500 Lin-Lin
 1.30443513e+00 3326.597900 Lin-Lin
 1.30673337e+00 3074.150879 Lin-Lin
 1.30903161e+00 2835.798828 Lin-Lin
 1.31132984e+00 2612.625488 Lin-Lin
 1.31362820e+00 2405.177979 Lin-Lin
 1.31592643e+00 2213.551270 Lin-Lin
 1.31822467e+00 2037.473511 Lin-Lin
 1.32052290e+00 1876.391235 Lin-Lin
 1.32282114e+00 1729.545654 Lin-Lin
 1.32511938e+00 1596.041748 Lin-Lin
 1.32741761e+00 1474.906006 Lin-Lin
 1.32965839e+00 1367.747314 Lin-Lin
 1.33189929e+00 1270.463257 Lin-Lin
 1.33414006e+00 1182.154785 Lin-Lin
 1.33638084e+00 1101.967896 Lin-Lin
 1.33862162e+00 1029.104126 Lin-Lin
 1.34051764e+00 972.622314 Lin-Lin
 1.34281588e+00 909.893188 Lin-Lin
 1.34511423e+00 852.822144 Lin-Lin
 1.34741247e+00 800.809692 Lin-Lin
 1.34971070e+00 753.320374 Lin-Lin
 1.35200894e+00 709.877502 Lin-Lin
 1.35430717e+00 670.058228 Lin-Lin
 1.35660541e+00 633.488037 Lin-Lin
 1.35890365e+00 599.835571 Lin-Lin
 1.36120188e+00 568.807800 Lin-Lin
 1.36350012e+00 540.145386 Lin-Lin
 1.36694753e+00 501.091888 Lin-Lin
 1.37039495e+00 466.182037 Lin-Lin
 1.37384236e+00 434.856567 Lin-Lin
 1.37717474e+00 407.540131 Lin-Lin
 1.38027740e+00 384.407104 Lin-Lin
 1.38338006e+00 363.236389 Lin-Lin
 1.38648272e+00 343.813324 Lin-Lin
 1.39061952e+00 320.316010 Lin-Lin
 1.39498615e+00 298.112213 Lin-Lin
 1.39728451e+00 287.373627 Lin-Lin
 1.40188098e+00 267.628479 Lin-Lin
 1.40647745e+00 249.927734 Lin-Lin
 1.41107392e+00 233.999741 Lin-Lin
 1.41605091e+00 218.489136 Lin-Lin
 1.42102778e+00 204.547516 Lin-Lin
 1.42600477e+00 191.971695 Lin-Lin
 1.43098164e+00 180.590485 Lin-Lin
 1.43602884e+00 170.119904 Lin-Lin
 1.44107592e+00 160.599777 Lin-Lin
 1.44612312e+00 151.919815 Lin-Lin
 1.45117021e+00 143.985245 Lin-Lin
 1.45628858e+00 136.616119 Lin-Lin
 1.46140695e+00 129.855774 Lin-Lin
 1.46652532e+00 123.640366 Lin-Lin
 1.47423887e+00 115.182251 Lin-Lin
 1.48202479e+00 107.610352 Lin-Lin
 1.48981059e+00 100.872963 Lin-Lin
 1.49766970e+00 94.804169 Lin-Lin
 1.50556540e+00 89.350830 Lin-Lin
 1.51346099e+00 84.461143 Lin-Lin
 1.52146816e+00 80.007751 Lin-Lin
 1.52947521e+00 76.003166 Lin-Lin
 1.53751993e+00 72.380295 Lin-Lin
 1.54563999e+00 69.086006 Lin-Lin
 1.55376005e+00 66.117455 Lin-Lin
 1.56195641e+00 63.417870 Lin-Lin
 1.57293594e+00 60.219673 Lin-Lin
 1.58399284e+00 57.430653 Lin-Lin
 1.59512722e+00 55.013206 Lin-Lin
 1.60634017e+00 52.937740 Lin-Lin
 1.61763155e+00 51.182175 Lin-Lin
 1.62900269e+00 49.730968 Lin-Lin
 1.64045346e+00 48.575359 Lin-Lin
 1.65198493e+00 47.713356 Lin-Lin
 1.66359735e+00 47.150719 Lin-Lin
 1.67407668e+00 46.912479 Lin-Lin
 1.67874992e+00 46.891796 Lin-Lin
 1.69059193e+00 47.089359 Lin-Lin
 1.69947350e+00 47.489674 Lin-Lin
 1.70843863e+00 48.135754 Lin-Lin
 1.71744549e+00 49.057785 Lin-Lin
 1.72645235e+00 50.290344 Lin-Lin
