#LIBRARY    ENDF/B-VIII.1
#REACTION   GD-155(N,TOT),SIG
#NUCLEUS    Gd-155
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 1.77662885e+00 168.786224 Lin-Lin
 1.77942228e+00 171.478180 Lin-Lin
 1.78599524e+00 177.810226 Lin-Lin
 1.79536164e+00 187.893646 Lin-Lin
 1.80486012e+00 199.387299 Lin-Lin
 1.81435859e+00 212.386734 Lin-Lin
 1.82069087e+00 222.026825 Lin-Lin
 1.82711256e+00 232.716125 Lin-Lin
 1.83353424e+00 244.445312 Lin-Lin
 1.83639455e+00 250.195404 Lin-Lin
 1.83995593e+00 257.355865 Lin-Lin
 1.84637761e+00 271.610992 Lin-Lin
 1.84930348e+00 278.810486 Lin-Lin
 1.85288990e+00 287.637146 Lin-Lin
 1.85905302e+00 304.518829 Lin-Lin
 1.85940218e+00 305.475464 Lin-Lin
 1.86591434e+00 325.400818 Lin-Lin
 1.86880243e+00 335.301361 Lin-Lin
 1.87242663e+00 347.728943 Lin-Lin
 1.87539387e+00 359.000519 Lin-Lin
 1.87737978e+00 366.546814 Lin-Lin
 1.88198519e+00 385.704834 Lin-Lin
 1.88233292e+00 387.151581 Lin-Lin
 1.88692868e+00 408.118195 Lin-Lin
 1.88728595e+00 409.748383 Lin-Lin
 1.88857651e+00 416.212494 Lin-Lin
 1.89223909e+00 434.560730 Lin-Lin
 1.89352012e+00 441.611206 Lin-Lin
 1.89719224e+00 461.828705 Lin-Lin
 1.89860606e+00 470.326996 Lin-Lin
 1.90145075e+00 487.431732 Lin-Lin
 1.90342379e+00 500.417542 Lin-Lin
 1.90666580e+00 521.762451 Lin-Lin
 1.90756273e+00 528.278870 Lin-Lin
 1.91170156e+00 558.360352 Lin-Lin
 1.91188085e+00 559.663879 Lin-Lin
 1.91584051e+00 591.376831 Lin-Lin
 1.91709590e+00 601.435059 Lin-Lin
 1.91859972e+00 614.686279 Lin-Lin
 1.92135906e+00 639.006348 Lin-Lin
